        1	2021-10-11 06:51:34	1	0	15	0
        6	2021-10-11 06:52:51	1	0	15	0
        5	2021-10-11 07:10:54	1	0	15	0
        7	2021-10-11 07:12:02	1	0	1	0
       92	2021-10-11 07:14:40	1	0	1	0
        8	2021-10-11 07:17:04	1	0	15	0
       99	2021-10-11 07:17:17	1	0	1	0
       93	2021-10-11 07:17:47	1	0	1	0
       50	2021-10-11 07:18:37	1	0	1	0
      195	2021-10-11 07:19:11	1	0	1	0
      194	2021-10-11 07:19:44	1	0	15	0
        4	2021-10-11 07:20:39	1	0	15	0
       46	2021-10-11 07:23:43	1	0	15	0
       53	2021-10-11 07:23:51	1	0	1	0
       94	2021-10-11 07:26:41	1	0	15	0
      209	2021-10-11 07:27:51	1	0	1	0
      156	2021-10-11 07:28:47	1	0	1	0
       90	2021-10-11 07:29:54	1	0	15	0
       51	2021-10-11 07:30:10	1	0	15	0
       56	2021-10-11 07:30:44	1	0	1	0
      148	2021-10-11 07:31:06	1	0	15	0
      257	2021-10-11 07:35:36	1	0	15	0
       47	2021-10-11 07:39:14	1	0	1	0
       88	2021-10-11 07:39:28	1	0	15	0
      101	2021-10-11 07:40:23	1	0	1	0
       15	2021-10-11 07:40:28	1	0	1	0
       87	2021-10-11 07:40:58	1	0	1	0
      193	2021-10-11 07:41:08	1	0	15	0
      106	2021-10-11 07:41:41	1	0	15	0
        9	2021-10-11 07:41:51	1	0	1	0
       52	2021-10-11 07:43:46	1	0	1	0
       95	2021-10-11 07:44:40	1	0	15	0
       14	2021-10-11 07:44:51	1	0	15	0
      159	2021-10-11 07:45:34	1	0	15	0
      100	2021-10-11 07:46:02	1	0	15	0
       89	2021-10-11 07:47:47	1	0	15	0
      160	2021-10-11 07:48:52	1	0	1	0
      162	2021-10-11 07:49:41	1	0	1	0
       98	2021-10-11 07:50:09	1	0	1	0
       91	2021-10-11 07:50:51	1	0	1	0
      157	2021-10-11 07:50:57	1	0	1	0
        2	2021-10-11 07:51:22	1	0	1	0
       85	2021-10-11 07:51:55	1	0	1	0
       49	2021-10-11 07:52:02	1	0	1	0
       13	2021-10-11 07:53:55	1	0	15	0
       90	2021-10-11 08:00:25	1	0	15	0
       97	2021-10-11 08:00:41	1	0	15	0
      158	2021-10-11 08:03:11	1	0	1	0
      193	2021-10-11 14:23:44	1	0	15	0
       99	2021-10-11 15:21:54	1	0	1	0
       94	2021-10-11 15:23:36	1	0	15	0
       46	2021-10-11 15:24:01	1	0	15	0
       13	2021-10-11 15:24:10	1	0	15	0
        5	2021-10-11 15:24:18	1	0	15	0
       97	2021-10-11 15:24:23	1	0	15	0
      195	2021-10-11 15:24:31	1	0	1	0
        1	2021-10-11 15:24:41	1	0	15	0
      194	2021-10-11 15:24:51	1	0	1	0
        7	2021-10-11 15:25:00	1	0	1	0
       90	2021-10-11 15:25:38	1	0	15	0
      159	2021-10-11 15:25:51	1	0	15	0
      257	2021-10-11 15:26:03	1	0	15	0
        7	2021-10-11 15:26:10	1	0	1	0
      160	2021-10-11 15:26:21	1	0	1	0
      106	2021-10-11 15:26:32	1	0	15	0
        3	2021-10-11 15:26:38	1	0	15	0
       15	2021-10-11 15:26:44	1	0	1	0
      156	2021-10-11 15:26:50	1	0	1	0
       47	2021-10-11 15:26:56	1	0	1	0
      209	2021-10-11 15:27:02	1	0	1	0
       51	2021-10-11 15:27:09	1	0	15	0
      101	2021-10-11 15:27:16	1	0	1	0
       87	2021-10-11 15:27:27	1	0	1	0
       56	2021-10-11 15:27:41	1	0	1	0
       92	2021-10-11 15:27:50	1	0	1	0
       93	2021-10-11 15:27:54	1	0	1	0
       53	2021-10-11 15:28:06	1	0	15	0
       14	2021-10-11 15:28:17	1	0	15	0
       91	2021-10-11 15:28:22	1	0	1	0
        2	2021-10-11 15:28:35	1	0	1	0
        8	2021-10-11 15:28:47	1	0	15	0
       49	2021-10-11 15:29:00	1	0	1	0
        4	2021-10-11 15:29:22	1	0	15	0
      158	2021-10-11 15:29:29	1	0	1	0
      148	2021-10-11 15:29:39	1	0	15	0
      100	2021-10-11 15:30:13	1	0	15	0
      157	2021-10-11 15:33:24	1	0	1	0
      162	2021-10-11 15:35:59	1	0	1	0
       85	2021-10-11 15:36:07	1	0	1	0
       50	2021-10-11 15:36:12	1	0	1	0
       99	2021-10-12 07:15:37	1	0	1	0
       46	2021-10-12 07:15:44	1	0	1	0
        6	2021-10-12 07:15:52	1	0	15	0
        5	2021-10-12 07:15:59	1	0	15	0
      209	2021-10-12 07:16:07	1	0	1	0
       51	2021-10-12 07:16:16	1	0	15	0
        7	2021-10-12 07:16:26	1	0	15	0
       90	2021-10-12 07:16:44	1	0	15	0
        1	2021-10-12 07:16:50	1	0	15	0
      193	2021-10-12 07:16:55	1	0	15	0
        8	2021-10-12 07:18:13	1	0	15	0
       50	2021-10-12 07:20:00	1	0	1	0
       93	2021-10-12 07:21:55	1	0	1	0
       95	2021-10-12 07:23:30	1	0	1	0
       92	2021-10-12 07:23:37	1	0	1	0
        4	2021-10-12 07:24:59	1	0	15	0
      156	2021-10-12 07:25:12	1	0	1	0
       53	2021-10-12 07:27:04	1	0	1	0
       11	2021-10-12 07:27:35	1	0	15	0
       90	2021-10-12 07:27:53	1	0	15	0
       94	2021-10-12 07:28:02	1	0	15	0
       56	2021-10-12 07:28:50	1	0	1	0
      148	2021-10-12 07:29:31	1	0	15	0
      257	2021-10-12 07:31:16	1	0	15	0
       89	2021-10-12 07:33:07	1	0	15	0
      195	2021-10-12 07:33:24	1	0	1	0
       96	2021-10-12 07:34:30	1	0	1	0
      106	2021-10-12 07:34:56	1	0	15	0
       15	2021-10-12 07:36:08	1	0	1	0
       85	2021-10-12 07:36:17	1	0	1	0
       49	2021-10-12 07:36:31	1	0	1	0
      159	2021-10-12 07:39:18	1	0	15	0
        2	2021-10-12 07:39:22	1	0	1	0
       52	2021-10-12 07:40:55	1	0	1	0
       87	2021-10-12 07:41:46	1	0	1	0
       91	2021-10-12 07:43:11	1	0	1	0
      157	2021-10-12 07:43:17	1	0	1	0
       54	2021-10-12 07:43:23	1	0	1	0
      194	2021-10-12 07:44:05	1	0	15	0
